3954,0.4616202874300113,0.17862391621925702,ax01,bx01,positive
14022,-0.37393021419484684,0.28142375512206175,ax01,bx02,positive
5754,-0.8559804224108365,0.5735094530672823,ax02,bx01,positive
7350,0.6763036287764076,1.207336842953231,ax02,bx01,positive
18672,-0.31696729553894687,-0.10326119765724762,ax02,bx02,positive
17438,0.8508471158312791,-0.15828829280892087,ax02,bx02,negative
5708,-0.6718359645230211,-0.5133930996840996,ax02,bx01,positive
1415,-0.11095494158178465,0.34348073636936033,ax01,bx01,positive
13268,-0.5781205452765905,1.0203362930440072,ax01,bx02,negative
354,0.9074282103921216,-0.42172138318317554,ax01,bx01,negative
13538,1.2049727784055926,0.41293318987052396,ax01,bx02,positive
2514,-1.1187452646709617,0.21735513564467546,ax01,bx01,negative
2522,1.1974374298153247,0.3006485236807972,ax01,bx01,negative
18241,-0.032887187344640356,0.3399206538744377,ax02,bx02,positive
7626,-0.17991771303427845,-0.47800704053897713,ax02,bx01,negative
12033,0.5991874404064317,-0.40004111716995205,ax01,bx02,positive
10285,-0.20810443282838376,1.0698983873642232,ax01,bx02,negative
795,-0.27170164022632803,-1.005317402910275,ax01,bx01,negative
11773,-0.0785134999611169,-0.2995029914692333,ax01,bx02,positive
9694,0.66554502720571,0.05471634370702494,ax02,bx01,negative
18160,-0.4444210340147927,0.40792862347848025,ax02,bx02,positive
260,-0.6292151499186197,-0.8477816113791203,ax01,bx01,negative
7890,-0.6355372428874344,0.11958019876152091,ax02,bx01,negative
4973,0.547641859397011,0.27211937163289535,ax01,bx01,negative
1534,0.4224685690036334,-1.4158587527569815,ax01,bx01,negative
12570,0.5144740568541064,-0.24615579811288912,ax01,bx02,positive
7019,0.10174505488009042,0.5153865318384196,ax02,bx01,negative
14215,-0.8661886187093865,-0.23647456413006496,ax01,bx02,negative
17730,0.6121686090035603,0.08469061867815264,ax02,bx02,negative
17489,-0.294716402802472,0.06937547402451982,ax02,bx02,positive
15080,-0.37443750568980483,0.19304866148699862,ax02,bx02,positive
13657,-0.3233372420651016,0.25602180809864117,ax01,bx02,positive
13629,1.0509610329298318,0.03602110933106539,ax01,bx02,positive
15460,0.7247789387547932,-0.7516854454897944,ax02,bx02,negative
11134,1.0537339802360193,0.4723446728379106,ax01,bx02,positive
17676,0.037348646004162545,-1.152337807356523,ax02,bx02,negative
778,-0.09837142008843446,0.3149228142714654,ax01,bx01,positive
5516,-0.4431003948011133,0.26862134259371184,ax02,bx01,negative
13807,0.03489781183352236,-0.6437279060341061,ax01,bx02,positive
14739,0.8217695082908183,-0.11594085288294709,ax01,bx02,positive
6029,-0.8192845709421295,-0.6906096337707913,ax02,bx01,positive
14043,0.10553714408422366,-0.4298805321847725,ax01,bx02,positive
12444,1.0429137759088882,1.7309237994034277e-06,ax01,bx02,positive
18243,-0.4750312619216095,0.15853029538838648,ax02,bx02,positive
15750,-0.04047539979137149,-0.18114545326885423,ax02,bx02,positive
7133,-0.8650131080179675,-0.5193889650835963,ax02,bx01,positive
6522,-0.6378549840086498,-0.5158381932779316,ax02,bx01,negative
5009,0.49648893443367165,0.3951589702689944,ax02,bx01,negative
12122,0.442554970372383,0.10524002570244395,ax01,bx02,negative
17860,0.850220371539028,0.06121581613307003,ax02,bx02,negative
15721,0.4733291483174211,0.15379979615030592,ax02,bx02,negative
2278,0.762668258904664,0.3670540786314219,ax01,bx01,negative
15476,0.05667842930725864,-0.8224678000978686,ax02,bx02,negative
10196,-0.2891826700160527,-0.15319837097252886,ax01,bx02,positive
6088,-0.19128047834678702,-0.5970015533981738,ax02,bx01,negative
13372,-1.1943752194369803,0.17173963124863323,ax01,bx02,negative
4815,-0.050445645808788284,0.01965730620336764,ax01,bx01,positive
18981,-0.09682271311064017,0.6758163758369353,ax02,bx02,positive
8957,0.8702385672826445,-0.609890444026034,ax02,bx01,positive
9787,-0.54856283462662,0.9315565056122439,ax02,bx01,positive
12244,0.7189793632612984,-0.4114265545994088,ax01,bx02,positive
1387,-0.9255793785362243,-0.6365775486362617,ax01,bx01,negative
3252,0.21036555628738918,-0.03365143186616752,ax01,bx01,positive
15255,0.5225793770139355,0.43424304185002494,ax02,bx02,negative
3844,-0.04225555477040675,-0.2828717438797978,ax01,bx01,positive
9020,0.8068306996489435,0.4548586418193394,ax02,bx01,negative
16175,0.6461326388168032,0.213623762184594,ax02,bx02,negative
12225,0.4493094524483805,-0.7257352590221454,ax01,bx02,positive
18807,-0.04993283144142269,1.0007877788310373,ax02,bx02,positive
18973,0.8622887777407755,-0.4245730881520865,ax02,bx02,negative
2820,0.10257377444404825,0.0758375656297394,ax01,bx01,positive
19922,-0.37952267741640466,0.920047408396794,ax02,bx02,positive
3004,0.07777512000511783,0.12625092019358303,ax01,bx01,positive
10361,0.6285155169450565,-0.5031630753956612,ax01,bx02,positive
4826,0.024705585883396358,-0.009804232412517253,ax01,bx01,positive
14882,0.24348358299646278,-0.5649961950567379,ax01,bx02,positive
10341,-1.1570824284025472,0.7292410975580657,ax01,bx02,negative
6849,-1.1138516447698268,0.12537136274197302,ax02,bx01,positive
9901,-1.0228843030310855,0.008508594063556085,ax02,bx01,positive
16832,0.2219107814201784,-0.9209843399675305,ax02,bx02,negative
19993,-0.2802489349869409,0.8375297861296407,ax02,bx02,positive
136,-0.3563270815990923,-0.9216593560205867,ax01,bx01,negative
7186,0.23124952589105294,0.5064436292007268,ax02,bx01,negative
11179,0.7129783095938438,-0.07614133905443388,ax01,bx02,positive
5487,-1.1963159390914524,0.03453195085051633,ax02,bx01,positive
10456,0.486009040736733,-0.2830716482436796,ax01,bx02,positive
435,-0.37283326207351086,-0.4928753730762822,ax01,bx01,negative
8590,0.4170957796439388,-0.1575492535780736,ax02,bx01,negative
15010,0.016813876731392563,-0.10518167853250804,ax02,bx02,positive
6740,0.09637115501248938,0.4189643710006246,ax02,bx01,negative
15891,1.218090042379159,-0.2587087125739136,ax02,bx02,negative
18837,-0.1862286859150637,0.5080820086649283,ax02,bx02,positive
11127,-0.3083065867161451,0.740979740515181,ax01,bx02,negative
9928,-0.07765876979708468,0.43959588491444956,ax02,bx01,negative
18897,-0.2547587917308298,0.03994173067218143,ax02,bx02,positive
1960,-0.3590659491470816,0.052822468899224304,ax01,bx01,positive
5601,-0.12900686180646434,-1.0051245501160435,ax02,bx01,positive
11921,-0.4342240723317238,1.047826804786256,ax01,bx02,negative
6139,-0.540845712788374,1.2175331376925222,ax02,bx01,positive
2873,-0.22343308696915987,0.2707878763306879,ax01,bx01,positive
506,0.13227978768222906,0.231731687957034,ax01,bx01,positive
1669,0.27521692281866883,1.0677287459206273,ax01,bx01,negative
19365,0.8033546632884949,0.08493262294402792,ax02,bx02,negative
18375,0.9229560816255917,-0.2139436084284917,ax02,bx02,negative
